HPO编号	名称(中文)	定义(中文)
HP:0008297	短暂性高苯丙氨酸血症	不具有在血液中持续高水平苯丙氨酸但遇到暂时血症下列大量苯丙氨酸摄取（例如，经与苯丙氨酸口服负荷试验）的条件。
HP:0008301	尿液中硫酸皮肤素排泄	尿液中硫酸皮肤素浓度增加。。
HP:0008303	橄榄变性	橄榄体变性，即延髓中突触的椭圆结构
HP:0008305	运动后肌红蛋白尿	体育锻炼后尿液中出现肌红蛋白。
HP:0008306	线粒体内铁沉积异常	
HP:0008309	中等链长双羧酸尿症	
HP:0008311	脊髓后柱髓鞘脱失	
HP:0008314	线粒体复合物II活性降低	在`线粒体呼吸链复合物II`的活性的降低（GO:0005749），这是在线粒体中的电子传递链的一部分。
HP:0008315	血浆游离肉碱降低	在`blood`（FMA:9670）:自由（未绑定）`carnitine`（17126 CHEBI）的浓度降低。
HP:0008316	肌肉组织中的线粒体异常	肌肉组织中的线粒体的一种异常。
HP:0008318	白细胞碱性磷酸酶活性升高	白细胞内测量的增加的碱性磷酸酶活性。
HP:0008320	胶原诱导的血小板凝集障碍	胶原蛋白或胶原蛋白的模拟物反应异常，其表现为在加入胶原或胶原模拟物后血小板的聚集减少或缺乏。
HP:0008321	X凝血因子活性降低	`凝血因子X`（PR:000007294）的活性减少。外在和内在的途径在凝血因子X（FX）会合。外源性途径通过D-因子VII及其辅助因子，组织因子激活FX。内在途径由活化的血小板的表面上的tenase复合物（Ca 2+和因子VIIIa，Ⅸa和X）的共同作用激活FX。 然后Xa因子激活凝血酶原（II因子）生成凝血酶（IIa因子）。
HP:0008322	线粒体形态异常	线粒体的任何结构异常。
HP:0008323	异常视杆和视锥视网膜电图	视网膜电流图中视锥和视杆反应均有异常。
HP:0008326	维生素B6缺乏症	
HP:0008327	肾脏微小钙质沉着症	显微镜下可见的肾实质中以草酸和/或磷酸盐形式沉淀的微小结晶钙。
HP:0008330	血管性血友病因子活性降低	`血管性血友病因子`（PR:000017364）的活性减少。血管性血友病因子介导血小板对暴露于内皮细胞表面上的胶原蛋白的粘附。
HP:0008331	运动后肌酸激酶升高	
HP:0008335	肾性氨基酸尿	由于肾功能降低导致尿液中氨基酸浓度增加。
HP:0008336	复杂有机尿症	
HP:0008338	部分功能补体因子D缺乏症	
HP:0008339	双氨基酸尿	
HP:0008341	远端肾小管性酸中毒	一种肾小管酸中毒，由于远端肾小管α间细胞泌氢障碍，尿不能酸化至pH 5.3以下，发生酸血症和低钾血症。
HP:0008344	血浆支链氨基酸水平升高	在`blood`（FMA:9670）:一个`支链氨基酸acid`（22918 CHEBI）的浓度增加。
HP:0008345	虹膜散大肌发育不全	虹膜散大肌发育不良（FMA:49158）。
HP:0008346	镰状红细胞增加倾向	
HP:0008347	线粒体复合物IV活性下降	在`线粒体呼吸链复合物IV`的活性的降低（GO:0005751），这是在线粒体中的电子传递链的一部分。
HP:0008348	免疫球蛋白IgG2缺乏	IgG2亚类的免疫球蛋白水平的降低。
HP:0008352	血小板粘附受损	凝血细胞粘附的异常。通常，在血管内皮下膜损伤数秒以内，血小板通过由糖蛋白Ⅰa和Ⅱa和GPVI构成的受体粘附于胶原蛋白，通过GPIb/ IX / V受体粘附于vWF因子。粘附的血小板然后释放颗粒，导致血小板激活和聚集。
HP:0008353	高中性氨基酸尿	
HP:0008354	凝血因子X活性降低	凝血因子X转化成其活化形式Xa因子的能力降低。
HP:0008356	混合型高脂血症	
HP:0008357	XIII凝血因子活性降低	凝血因子XIII（也称为纤维蛋白稳定因子）活性下降。活化的因子XIII与血纤维蛋白聚合物交联后固化形成凝块。
HP:0008358	高脯氨酸血症	在`blood`:`proline`（26271 CHEBI）浓度增加（FMA:9670）。
HP:0008360	新生儿低蛋白血症	一个`neonatal`（PATO:0002206）在`blood`（FMA:9670）`下降concentration`（PATO:0001163）的`proteins`（36080 CHEBI）。
HP:0008361	皮质脊髓束苍白	
HP:0008362	脚拇趾发育不全或发育低下	缺席或大脚趾的不发达。
HP:0008363	跗骨发育不全或发育低下	缺席或跗骨的不发达。
HP:0008364	跟骨异常	跟骨（亦称脚后跟骨）异常，跟骨是构成足后跟的骨头之一。
HP:0008365	距骨异常	距骨的异常。
HP:0008366	脚关节挛缩	
HP:0008368	跗骨骨性连合	累及跗骨（距骨、跟骨、骰骨、舟状骨和楔状骨）的一个或多个骨骼的骨性连接（骨性融合）。
HP:0008369	跗骨骨化异常	跗骨的异常骨组织形成.
HP:0008371	跖骨骨化异常	跖骨的骨化过程的任何异常。
HP:0008372	维生素A代谢异常	
HP:0008373	青春期及性腺疾病	
HP:0008376	鼻，构音障碍	
HP:0008383	甲生长缓慢	甲的生长比正常情况下慢。
HP:0008386	甲发育缺陷/不全	甲的发育缺陷或发育不全。
HP:0008388	趾甲异常	趾甲的异常。
HP:0008390	指（趾）甲反复脱落	手指和脚趾的指甲反复的脱落。
HP:0008391	指甲营养不良	甲板外观异常或部分毁损，营养不良的甲板和甲床之间常有黄色角质蛋白鳞屑堆积，甲板外观隆起。
HP:0008392	甲下角化过度	甲下角质层增厚。
HP:0008393	先天性第4脚趾趾甲弯曲	
HP:0008394	先天性甲营养不良	
HP:0008396	慢性念珠菌甲感染	念珠菌属引起的甲慢性感染。
HP:0008398	第5指甲发育不良	第5指甲发育不良，长度和宽度均较正常变短或变窄，例如，小指指甲未发育完全。
HP:0008399	甲周角化症	指(趾)甲周区域皮肤角质层增厚。
HP:0008400	指甲末端甲分离	指甲末端从甲床剥离。
HP:0008401	趾甲弯曲	趾甲肥厚。
HP:0008402	指甲纵嵴	指甲板的纵向线性突起。
HP:0008404	甲营养不良	甲营养不良是指除外甲颜色改变（甲表层变色）的甲异常改变，表现为甲板的角质层发生部分或完全毁损，。
HP:0008407	拇指甲面异常凸起	
HP:0008410	甲下片状角化过度	
HP:0008414	婴儿脊柱后凸	
HP:0008416	六腰椎	
HP:0008417	椎体发育低下	椎体欠发育，体积小。
HP:0008418	方形扁平椎	
HP:0008419	椎间盘退化	的`退行性changes`的存在（PATO:0002037）的`椎间disk`（FMA:10446）。
HP:0008420	椎体点状钙化	椎体的骨的钙化点状的存在。
HP:0008421	腰椎椎体的高度增加	
HP:0008422	椎体楔形变	椎体一侧较厚而另一侧较薄边形状异常。
HP:0008423	脊柱发育不良	脊柱椎体发育不良。
HP:0008424	第五腰椎发育低下	
HP:0008425	胸腰段椎体立方体状	
HP:0008428	椎体劈裂	椎体开裂（裂缝或缺口）。
HP:0008430	腰椎前缘鸟喙样凸出	腰椎椎体前舌状突起。
HP:0008432	腰1椎体前侧楔型	腰椎L1的形状的异常，例如，它是楔形（朝向前窄）。
HP:0008433	脊柱曲线逆转	
HP:0008434	颈椎发育低下	
HP:0008435	在子宫内椎体未发生骨化	
HP:0008436	尾骨缺如或发育不全	
HP:0008437	胸椎骨裂	
HP:0008438	椎弓异常	椎弓的形态异常。
HP:0008439	腰椎半椎体	的一半的椎体在腰椎缺席。
HP:0008440	C1-C2寰枢椎椎体异常	在`atlas`的任何异常（FMA:12519）和`axis`（FMA:12520）。
HP:0008441	椎间盘核疝出	的一种或多种`herniated`存在（PATO:0000643）椎间disk`的`髓核（FMA:13550）。
HP:0008442	椎体骨质增生	椎体骨骼的过度增长。
HP:0008443	脊柱变形	
HP:0008444	病理性骨折	椎骨的形状，使得它们的楔形（向后窄）的异常。
HP:0008445	颈椎椎管狭窄	颈椎椎管的异常缩小。
HP:0008447	尾骨发育低下	
HP:0008449	进行性颈椎脊柱融合	
HP:0008450	椎弓异常	的减少椎弓根，这是两个短，粗流程，这突出向后，一边一个，从椎体的上部，在其后侧和外侧表面的交界处之间的距离的。
HP:0008451	后脊椎发育不良	
HP:0008452	极薄的扁平椎体	
HP:0008453	先天性脊柱后侧凸畸形	
HP:0008454	腰椎脊柱后侧凸	在腰部区域的曲率。
HP:0008455	骶骨发育不良	
HP:0008456	C2-C3椎体半脱位	第二和第三宫颈vertebrae`（:25057，FMA）之间的`椎间关节的:甲`局部dislocation`（0002157 PATO）。
HP:0008457	尾骨椎弓根狭窄	该得到逐步朝到脊柱的尾部（下）端更严重的椎弓根之间的距离缩小（而逐渐变窄）。请注意，通常情况下，interpedicular距离得到逐渐变宽为一体收益下降的脊椎。
HP:0008458	进行性先天性脊柱侧弯	的`scoliosis`渐进形式（HP:0002650），先天性发病。
HP:0008459	颈椎发育不全	`Agenesis`（的mpath:57）的`颈椎column`的一个或多个椎骨（FMA:24138）。
HP:0008460	脊突发育低下	
HP:0008461	颈椎关节突发育低下	
HP:0008462	颈椎不稳	
HP:0008463	环椎发育低下	
HP:0008464	下部胸椎和腰椎的棘突缺如	
HP:0008465	椎骨缺如	
HP:0008467	胸椎半椎体	胸椎椎体缺失了一半。
HP:0008468	骶骨分节异常	骶骨不规则分节。
HP:0008469	颈椎发育不良	`Dysplasia`（的mpath:589）的`颈椎column`的（FMA:24138）。
HP:0008470	下胸椎弓根间狭窄	的减少下胸椎椎弓根之间的距离。
HP:0008472	尾骨缺陷或发育不全	
HP:0008473	前后椎骨体直径窄	在`椎body`的anterioposterior直径的异常减少（FMA:11945）。
HP:0008475	骶椎发育低下	
HP:0008476	不规则硬化终板	
HP:0008477	颈椎僵化不良	减少`ossification`（GO:0001503）颈椎椎体，即'颈椎set`的（FMA:72063）。
HP:0008478	伊尔曼样椎体的变化	
HP:0008479	椎体发育低下	
HP:0008480	颈椎病	的`arthrosis`存在（的mpath:27），即，退行性关节病，影响`颈椎column`（FMA:24138）。
HP:0008482	脊柱小关节不对称	
HP:0008483	颈椎椎体前后径减少	
HP:0008484	胸腰椎弓根间隙狭窄	胸腰椎椎弓根之间的距离减少。
HP:0008486	腰椎弓根收缩	该得到逐步朝到脊柱的尾部（下）端更严重的腰椎椎弓根之间的距离缩小（而逐渐变窄）。
HP:0008488	椎体前侧变圆	
HP:0008489	L5-S1处腰椎前移	椎体关节峡部的双侧完全性断裂，导致第五腰椎椎体（L5）向前滑脱至骶骨S1水平。
HP:0008490	骶分割缺陷	
HP:0008491	前囟过早闭合	前囟过早闭合（骨化），一般出生后18个月闭合。
HP:0008494	晶状体半脱位	晶状体往下方半脱位。
HP:0008496	多行睫毛	
HP:0008497	先天性颅面骨发育不全	
HP:0008498	无恒牙	
HP:0008499	高档远视	远视超过+4.00屈光度的严重的形式。
HP:0008501	正中唇腭裂	唇裂或腭裂发生在腭中线区域。
HP:0008504	中度感音神经性听力损失	
HP:0008507	静态眼肌瘫痪	静态眼肌瘫痪
HP:0008509	老化的狮面外观	
HP:0008511	中央后角膜混浊	角膜基质后中央部的透明度下降。
HP:0008513	双侧传导性听觉障碍	`双侧 `（PATO: 0000618）的'传导性听觉障碍型（HP: 0000405）。
HP:0008515	椎骨发育不全或发育低下	
HP:0008516	椎骨棘突异常	
HP:0008517	骶骨发育不全或发育低下	`Aplasia`（的mpath:58）或`骶bone`发育发育不全（FMA:16202）。
HP:0008518	脊柱发育不全或发育低下	
HP:0008519	尾骨异常	尾骨的异常。
HP:0008523	耳轮后凹陷	耳轮后内侧面的永久凹痕，可能锐利也可能模糊。
HP:0008527	先天性感音神经性听力障碍	一种“先天性发病”（HP:  0003577）的由“耳蜗神经”(FMA:53431) “功能”(PATO:0001509) “异常”(PATO:0000460)引起的“听力障碍”(===HP:0000365===)类型。
HP:0008528	耳轮毛发过长	
HP:0008529	声反射缺失	声反射缺失，发生在响应于高强度声音刺激镫骨肌的不自主收缩。
HP:0008537	上部耳廓裂	
HP:0008541	优势替代耳	
HP:0008542	低频听力损失	
HP:0008544	耳轮折叠异常	
HP:0008551	小耳畸形	外耳发育不全（FMA: 52781）。
HP:0008554	耳蜗畸形	耳蜗畸形。
HP:0008555	前庭功能缺失	前庭器的功能完全缺失。
HP:0008559	耳轮上部发育不全	
HP:0008568	前庭反射消失	在眼震电图检测中，前庭反射消失检测不到眼球震颤反应。
HP:0008569	小耳畸形，2级	平均纵向长度低于平均值的两个以上的标准偏差，存在部分外耳结构。
HP:0008572	外耳畸形	（FMA: 56580）。“耳廓”（FMA: 56580）的畸形。
HP:0008573	低频感音神经性听力障碍	主要以影响低频听力为主的“感音神经性听力障碍”(===HP:0000365===)的类型。
HP:0008577	耳轮卷曲畸形	因耳轮发育不全，耳轮整体或局部受影响。
HP:0008583	耳轮上部卷曲畸形	“耳轮”(FMA:60992)上部“卷曲”(PATO:0001910)程度较正常少。
HP:0008586	耳蜗发育不全	。“耳蜗”（FMA: 60201）在发育上不完全。
HP:0008587	轻度感音神经性听力损失	程度轻微的（PATO: 0000394）感音神经性听力损失（HP: 0000407）。
HP:0008588	外耳道隙状开口	外耳道狭窄的一种类型，即外耳道口呈纵向裂隙状。
HP:0008589	耳轮发育不全	耳廓的外缘（FMA: 60992）发育不全。
HP:0008591	先天性传导性听力障碍	一种“先天性发病”（HP: 0003577）的“传导性耳聋”（HP: 0000367）类型。
HP:0008593	对耳屏突出	切迹底部和对耳轮内缘之间区域的前上部分突出增加。
HP:0008596	学语后感音神经性听力损失	发病年龄在学会语言后的一种感音神经性听力损失（===HP:0000407===）。
HP:0008598	轻度传导性听力损失	
HP:0008605	单侧外耳畸形	
HP:0008606	耳前瘘管	包含狭窄盲管的耳前软组织的良性先天性疾病。
HP:0008607	渐进性传导性听力损失	一种进行性下降的（PATO:0001818）传导性耳聋（===HP:0000367===）。
HP:0008608	耳廓软骨肥大	
HP:0008609	中耳形态异常	中耳形态或结构的异常。
HP:0008610	婴幼儿感音神经性听力损失	’从婴幼儿期（HP: 0003593）开始的一种感音神经性听力损失形式（HP: 0000407）。
HP:0008615	成人感觉神经性听力障碍	与`late onset`（HP: 0003596）: `sensorineural deafness`（0008538 HP）的存在。
HP:0008619	双侧感音神经性听觉障碍	`双侧`（PATO: 0000618）的`感音神经性听觉障碍（HP: 0000407）。
HP:0008625	重度感音神经性耳聋	程度为“重度”(PATO:0000396)的“感音神经性听力损失”(===HP:0000407===)。
HP:0008628	镫骨异常	在`镫骨`的异常（FMA: 52751），镫骨为中耳中的一个镫形小骨。
HP:0008629	搏动性耳鸣	搏动性耳鸣通常被分类为客观性耳鸣，意味着不仅是病人可听及耳鸣声音，检查者应用听诊管或听诊器对耳道和/或其周围结构进行听诊时亦可听及。搏动性耳鸣一般为低的重击声或者隆隆声，粗糙的与呼吸一致的吹风声，或者为较高音调的有节奏感的敲击声。搏动性耳鸣可能与血管异常相关，如动静脉分流、颈静脉球体瘤，高位颈动脉（近听觉区域）相关的动脉杂音或颈动脉狭窄，或静脉异常如颈静脉球开裂或高血压。最后，在一些患者中，机械异常如咽鼓管扩张、腭肌阵挛（软腭区域肌肉小痉挛）或特发性镫骨肌痉挛也可能是搏动性耳鸣的根本原因。
