身高异常	HP:0000002
药物反应异常	HP:0020169
血药浓度升高	HP:0020170
血药浓度降低	HP:0020171
药物不良反应	HP:0020172
药物疗效降低	HP:0020173
药物治疗应答无能	HP:0020174
胆碱酯酶水平降低	HP:0020175
胆固醇结晶尿	HP:0020176
CD8阳性的终末效应性α-β T细胞比例异常	HP:0020177
树突状细胞计数异常	HP:0020178
结合珠蛋白水平异常	HP:0020179
结合珠蛋白水平升高	HP:0020180
结合珠蛋白水平降低	HP:0020181
A型心钠素水平异常	HP:0020182
血液A型尿利钠肽水平升高	HP:0020183
血液A型尿利钠肽水平降低	HP:0020184
小脑上部发育不良	HP:0020185
多叶脾	HP:0020186
巨脑回	HP:0020187
主要累及前脑的皮层厚度5-10 mm的巨脑回	HP:0020188
主要累及后脑皮质增厚的巨脑回	HP:0020189
主要累及脑外侧皮质增厚的巨脑回	HP:0020190
主要累及前脑皮质增厚的巨脑回	HP:0020191
皮质厚度5-10mm的巨脑回	HP:0020192
蛇毒凝血酶时间延长	HP:0020193
IgA重链副蛋白血症	HP:0020194
IgG重链副蛋白血症	HP:0020195
IgM重链副蛋白血症	HP:0020196
血液花生四烯酸水平升高	HP:0020197
血液18-羟基皮质酮水平异常	HP:0020198
血液 18-羟基皮质酮水平降低	HP:0020199
血液18-羟基皮质酮水平升高	HP:0020200
肌节形态异常	HP:0020201
Z盘形态异常	HP:0020202
Z带漂移	HP:0020203
肾小管间质细菌浸润	HP:0020204
肾小管间质真菌浸润	HP:0020205
简平耳	HP:0020206
反射性癫痫发作	HP:0020207
进食诱发性癫痫发作	HP:0020208
热水诱发癫痫发作	HP:0020209
精细动作诱发的癫痫发作	HP:0020210
本体感觉诱发性癫痫发作	HP:0020211
阅读诱发性癫痫发作	HP:0020212
体感诱发性癫痫发作	HP:0020213
惊吓诱发性癫痫发作	HP:0020214
思考诱发性癫痫发作	HP:0020215
视觉诱发性癫痫发作	HP:0020216
清醒状态局灶性运动癫痫发作	HP:0020217
清醒状态局灶性失张力癫痫发作	HP:0020218
运动性癫痫发作	HP:0020219
局灶性无力型癫痫发作	HP:0020220
阵挛性癫痫发作	HP:0020221
拇趾强直	HP:0025004
肾小球毛细血管壁增厚	HP:0025005
肾小球毛细血管形态异常	HP:0025006
视网膜中央凹异位	HP:0025007
气管牵引	HP:0025008
上切牙向前倾斜	HP:0025009
视网膜中央凹萎缩	HP:0025010
鼻梨状孔狭窄	HP:0025011
筛状脑	HP:0025012
去大脑僵直	HP:0025013
皮下球状物	HP:0025014
血管形态异常	HP:0025015
毛细血管形态异常	HP:0025016
毛细血管脆性	HP:0025017
毛细血管生理异常	HP:0025018
动脉破裂	HP:0025019
前列腺特异抗原水平升高	HP:0025020
红细胞沉降率异常	HP:0025021
红细胞沉降率下降	HP:0025022
直肠闭锁	HP:0025023
巨直肠	HP:0025024
直肠前庭瘘	HP:0025025
H型直肠前庭瘘	HP:0025026
皮肤骨瘤	HP:0025027
肠神经系统形态异常	HP:0025028
肠神经元形态异常	HP:0025029
肠神经元变性	HP:0025030
消化系统异常	HP:0025031
消化系统生理异常	HP:0025032
消化系统形态异常	HP:0025033
红系祖细胞形态异常	HP:0025034
原红细胞形态异常	HP:0025035
下丘脑胶质瘤	HP:0025037
睾丸内脓肿	HP:0025038
基底神经节水肿	HP:0025039
丘脑水肿	HP:0025040
丘脑钙化	HP:0025041
肠系膜淋巴结异常	HP:0025042
肠系膜淋巴结肿大	HP:0025043
肺脓肿	HP:0025044
MRS分析大脑乳酸水平异常	HP:0025045
MRS分析大脑乳酸盐水平偏低	HP:0025046
MRS分析大脑胆碱水平异常	HP:0025047
MRS分析大脑胆碱水平偏低	HP:0025048
MRS分析大脑肌酸水平异常	HP:0025049
MRS分析大脑肌酸水平升高	HP:0025050
MRS分析大脑肌酸水平偏低	HP:0025051
MRS分析大脑N-乙酰天门冬氨酸水平异常	HP:0025052
MRS分析大脑N-乙酰天门冬氨酸水平升高	HP:0025053
嗅叶形态异常	HP:0025057
下丘脑萎缩	HP:0025058
脾脏脓肿	HP:0025059
多灶性脾脓肿	HP:0025060
单发性脾脓肿	HP:0025061
食土癖	HP:0025062
舟状腹	HP:0025063
丘脑出血	HP:0025064
红细胞体积异常	HP:0025065
红细胞平均体积减低	HP:0025066
非伴随性斜视	HP:0025068
伴随性斜视	HP:0025069
异常U波	HP:0025070
U波倒置	HP:0025071
U波明显	HP:0025072
运动诱发的U波倒置	HP:0025073
QRS波群异常	HP:0025074
QRS高电压	HP:0025075
非正常QRS电压	HP:0025076
QRS低电压	HP:0025077
电交替	HP:0025078
胰腺脓肿	HP:0025079
正角化过度	HP:0025080
Darier征	HP:0025081
皮肤弹性纤维形态异常	HP:0025082
真皮锁链素量升高	HP:0025083
毛囊炎	HP:0025084
便血	HP:0025085
血性粘液性腹泻	HP:0025086
皮肤弹性回缩延迟	HP:0025087
脱甲病	HP:0025088
粪便样呕吐	HP:0025089
大肠黏膜形态异常	HP:0025090
表皮棘皮症	HP:0025092
视乳头周围渗出	HP:0025093
黄斑盘状疤痕	HP:0025094
打喷嚏	HP:0025095
阵发性喷嚏	HP:0025096
眼睑肌阵挛	HP:0025097
下丘脑发育不全	HP:0025098
丘脑发育不全	HP:0025099
海马形态异常	HP:0025100
海马回发育不全	HP:0025101
基底节发育不良	HP:0025102
脐状结界	HP:0025103
毛细血管畸形	HP:0025104
贫血痣	HP:0025105
玫瑰痣	HP:0025106
先天性毛细血管扩张性大理石样皮肤	HP:0025107
蛇纹石血管瘤	HP:0025108
红细胞丙酮酸激酶活性降低	HP:0025109
鳞状黄斑病变	HP:0025110
声敏感	HP:0025112
恐音症	HP:0025113
颗粒层增厚	HP:0025114
胶样小体	HP:0025115
胎儿窘迫	HP:0025116
网脊扁平化	HP:0025117
唇色改变	HP:0025118
口唇青紫	HP:0025119
锯齿棘皮症	HP:0025122
牙釉质上的白色条纹或斑点	HP:0025123
牙齿发脆	HP:0025124
口腔黏膜白色病变	HP:0025125
口腔毛状白斑	HP:0025126
光化性角化病	HP:0025127
腹腔内脂肪组织减少	HP:0025128
小肠粘膜形态异常	HP:0025129
小肠黏膜乳糖酶水平降低	HP:0025130
手指肿胀	HP:0025131
循环雌激素水平异常	HP:0025132
血清雌二醇异常	HP:0025133
血清雌二醇增多	HP:0025134
血清雌三醇异常	HP:0025135
血清雌三醇增多	HP:0025136
血清雌三醇降低	HP:0025137
血清雌酮异常	HP:0025138
血清雌酮升高	HP:0025139
血清雌酮降低	HP:0025140
牙龈钙化	HP:0025141
全身性症状	HP:0025142
寒栗	HP:0025143
颤抖	HP:0025144
僵硬	HP:0025145
中心凹变性	HP:0025146
黄斑金属样光泽	HP:0025147
脉络膜湮没征	HP:0025148
固有肌层萎缩	HP:0025149
神经节细胞减少症	HP:0025150
节细胞神经瘤	HP:0025151
视觉行为发育差	HP:0025152
一过性	HP:0025153
门体侧支静脉	HP:0025154
肝胆系统生理异常	HP:0025155
静脉营养依赖	HP:0025156
尿液景天庚酮糖浓度增高	HP:0025157
视网膜自发强荧光病变	HP:0025158
视网膜自发弱荧光病变	HP:0025159
异常发脾气	HP:0025160
频繁发脾气	HP:0025161
严重脾气爆发/大发脾气	HP:0025162
视交叉形态异常	HP:0025163
真皮弹性纤维增多	HP:0025164
真皮弹性纤维团块	HP:0025165
真皮弹性纤维增厚	HP:0025166
真皮弹性纤维碎裂	HP:0025167
左心室舒张功能障碍	HP:0025168
左心室收缩功能障碍	HP:0025169
中枢神经系统神经元/神经胶质细胞瘤	HP:0025170
玫瑰花形神经胶质瘤	HP:0025171
HRCT可见肺部间隔光滑性增厚	HP:0025172
HRCT可见肺部间隔结节性增厚	HP:0025173
HRCT可见肺部间隔不规则性增厚	HP:0025174
蜂窝状肺	HP:0025175
小叶间质增厚	HP:0025176
支气管周围血管间质增厚	HP:0025177
胸膜下间质增厚	HP:0025178
毛玻璃样结构	HP:0025179
肺部HRCT可见小叶中心性毛玻璃样结构	HP:0025180
腹腔无菌性脓肿	HP:0025181
局限性皮肤松弛	HP:0025182
Marcus-Gunn下颌眼睑联动综合征	HP:0025186
视网膜血管炎	HP:0025188
双侧强直- 阵挛发作	HP:0025190
幕下脑室周围白质高密度	HP:0025192
后外侧膈疝	HP:0025193
Morgagni膈疝	HP:0025194
中央膈疝	HP:0025195
总铁结合力增高	HP:0025196
包涵体纤维瘤病	HP:0025197
炎性帽状息肉	HP:0025198
肌纤维肌动蛋白丝堆积	HP:0025200
载脂蛋白水平异常	HP:0025201
载脂蛋白A-IV水平增高	HP:0025202
脐周静脉曲张	HP:0025203
引发	HP:0025204
母乳喂养引发	HP:0025205
寒冷引发	HP:0025206
脱水引发	HP:0025207
碳水化合物引发	HP:0025208
果糖引发	HP:0025209
葡萄糖引发	HP:0025210
乙醇引发	HP:0025211
禁食引发	HP:0025212
半乳糖引发	HP:0025213
发热引发	HP:0025214
发热性疾病引发	HP:0025215
饱食引发	HP:0025216
高脂饮食引发	HP:0025217
过度换气引发	HP:0025218
免疫接种引发	HP:0025219
月经引发	HP:0025220
妊娠引发	HP:0025221
睡眠不足引发	HP:0025222
由吸烟引发的	HP:0025223
钠盐引发	HP:0025224
声音引发	HP:0025225
压力引发	HP:0025226
兴奋引发	HP:0025227
突然运动引发	HP:0025228
前庭刺激引发	HP:0025229
肌腱炎	HP:0025230
滑膜囊形态异常	HP:0025231
滑囊炎	HP:0025232
睡眠瘫痪	HP:0025233
异态睡眠	HP:0025234
非快动眼异态睡眠	HP:0025235
梦游症	HP:0025236
觉醒障碍	HP:0025237
足痛	HP:0025238
玻璃体下出血	HP:0025239
视网膜前出血	HP:0025240
火焰状视网膜出血	HP:0025241
斑点状视网膜出血	HP:0025242
视网膜下出血	HP:0025243
视网膜色素上皮下出血	HP:0025244
皮肤囊肿	HP:0025245
毛鞘囊肿	HP:0025246
皮样囊肿	HP:0025247
发疹性毛发囊肿	HP:0025248
粉刺	HP:0025249
闭合性粉刺	HP:0025250
开放性粉刺	HP:0025251
地图舌	HP:0025252
幽闭恐惧症	HP:0025253
因……而改善	HP:0025254
因妊娠而改善	HP:0025255
因发热而改善	HP:0025256
因食用碳水化合物而改善	HP:0025257
颈部僵硬	HP:0025258
肘部僵硬	HP:0025259
腕部僵硬	HP:0025260
手指僵硬	HP:0025261
髋部僵硬	HP:0025262
膝部僵硬	HP:0025263
踝部僵硬	HP:0025264
脚趾僵硬	HP:0025265
颈椎骨关节炎	HP:0025266
打鼾	HP:0025267
口吃	HP:0025268
惊恐发作（急性焦虑发作）	HP:0025269
食管生理异常	HP:0025270
食管痉挛	HP:0025271
黄褐斑	HP:0025272
跟腱炎	HP:0025273
卵巢皮样囊肿	HP:0025274
侧面	HP:0025275
皮肤附属器异常	HP:0025276
味觉刺激出汗	HP:0025277
寒冷刺激出汗	HP:0025278
游走性	HP:0025279
疼痛的特征	HP:0025280
尖锐	HP:0025281
钝性	HP:0025282
温柔的	HP:0025283
使睡眠中断的	HP:0025284
因……而加剧的	HP:0025285
因活动加剧	HP:0025286
轴性	HP:0025287
颈部淋巴结病变	HP:0025289
上身优势	HP:0025290
下半身优势	HP:0025291
肢端的	HP:0025292
沿Blashko线分布	HP:0025293
皮肤片区的	HP:0025294
疱疹样的	HP:0025295
麻疹样的	HP:0025296
延长的	HP:0025297
颧部皮疹	HP:0025300
夜间发作的	HP:0025301
日间发作的	HP:0025302
不规则复发的	HP:0025303
周期性的	HP:0025304
隔日	HP:0025305
数分钟内急性发作	HP:0025306
数小时内急性发作	HP:0025307
数日内急性发作	HP:0025308
瞳孔形状异常	HP:0025309
椭圆形瞳孔	HP:0025310
前房囊肿	HP:0025311
内隐斜	HP:0025312
外隐斜	HP:0025313
脉络膜痣	HP:0025314
因头部外伤而加重	HP:0025315
肘内翻	HP:0025317
卵巢癌	HP:0025318
虹膜新生血管丛	HP:0025319
眼底荧光造影荧光素渗漏	HP:0025320
肝内铜沉积	HP:0025321
静脉闭塞	HP:0025322
异常动脉生理学	HP:0025323
动脉闭塞	HP:0025324
内侧眉毛稀疏	HP:0025325
视网膜动脉阻塞	HP:0025326
肾皮质厚度变薄	HP:0025327
产前出血	HP:0025328
抗谷氨酸脱羧酶抗体阳性	HP:0025329
向下凝视麻痹	HP:0025330
向上凝视麻痹	HP:0025331
足皮质骨异常	HP:0025332
足骨皮质变薄	HP:0025333
情绪引发	HP:0025334
站立能力延迟	HP:0025335
独坐能力延迟	HP:0025336
红眼	HP:0025337
睫状充血（又称角膜周围充血）	HP:0025338
浅层巩膜充血	HP:0025339
深层巩膜充血	HP:0025340
角膜后沉着物	HP:0025341
视网膜中央动脉闭塞	HP:0025342
狼疮抗凝剂	HP:0025343
小叶间胆道破坏	HP:0025344
循环β2-微球蛋白水平异常	HP:0025345
循环β2-微球蛋白水平增高	HP:0025346
循环β2-微球蛋白水平降低	HP:0025347
角膜缘异常	HP:0025348
角膜缘水肿	HP:0025349
巨大结膜乳头	HP:0025350
复发性指（趾）间真菌病	HP:0025351
常染色体显性胚系新生突变	HP:0025352
抗多核抗体阳性	HP:0025353
细胞表型异常	HP:0025354
视网膜大动脉瘤	HP:0025355
精神运动发育迟缓	HP:0025356
不规则肌阵挛	HP:0025357
葡萄膜外翻	HP:0025358
多边形肾盏	HP:0025359
多肾盏畸形	HP:0025360
髓锥体形态异常	HP:0025361
肾髓锥体发育不全	HP:0025362
肾小球毛细血管内细胞增生	HP:0025363
肾小球毛细血管外细胞增生	HP:0025364
毛发上皮瘤	HP:0025367
生长板形态异常	HP:0025368
生长板增厚	HP:0025369
骶骨骨化异常	HP:0025370
骶骨骨化延迟	HP:0025371
鼾声大	HP:0025372
发作间期脑电图异常	HP:0025373
齿状突重复	HP:0025374
原位齿突骨	HP:0025375
高谷氨酰胺尿症	HP:0025376
用力引发	HP:0025377
抗甲状腺过氧化物酶抗体阳性	HP:0025379
血液雄烯二酮升高	HP:0025380
抗垂体抗体阳性	HP:0025381
渴感减退	HP:0025382
颈背部脂肪垫	HP:0025383
饮食抵抗性皮下脂肪组织	HP:0025384
腰部以下抗饮食性皮下脂肪组织	HP:0025385
双侧颞骨塌陷	HP:0025386
搓丸样震颤	HP:0025387
甲状腺结节	HP:0025388
肺间质高分辨率计算机断层扫描异常	HP:0025389
肺部HRCT可见网状结构	HP:0025390
肺部HRCT可见铺石路状结构	HP:0025391
HRCT可见肺部结节状结构	HP:0025392
肺部HRCT可见网状结节状结构	HP:0025393
肺部HRCT可见囊状结构	HP:0025394
肺部HRCT可见囊状与毛玻璃样结构	HP:0025395
肺部HRCT可见低密度区	HP:0025396
肺部HRCT可见马赛克低密度区	HP:0025397
肺部HRCT可见淋巴管周围结节状结构	HP:0025398
肺部HRCT可见肺部小叶中心性结节呈树芽征	HP:0025399
肺部HRCT可见随机结节状结构	HP:0025400
凝视	HP:0025401
方波急跳	HP:0025402
弯腰姿势	HP:0025403
注视异常	HP:0025404
固视不稳定	HP:0025405
虚弱	HP:0025406
直肠尿道瘘	HP:0025407
脾脏形态异常	HP:0025408
脾脏生理功能异常	HP:0025409
脾-性腺融合	HP:0025410
尿道舟状窝狭窄	HP:0025413
尿道悬垂部狭窄	HP:0025414
球尿道狭窄	HP:0025415
阴道狭窄	HP:0025416
尿道扩张	HP:0025417
肾皮质坏死	HP:0025418
肺气肿	HP:0025419
弥漫性肺泡出血	HP:0025420
纵隔气肿	HP:0025421
胸膜囊肿	HP:0025422
喉部形态异常	HP:0025423
喉部生理异常	HP:0025424
喉痉挛	HP:0025425
支气管形态异常	HP:0025426
支气管异常生理学	HP:0025427
支气管痉挛	HP:0025428
哭声异常	HP:0025429
高调哭声	HP:0025430
断续的哭	HP:0025431
棘皮瘤	HP:0025432
卵磷脂-胆固醇酰基转移酶活性降低	HP:0025433
溶血补体活性减弱	HP:0025434
乳酸脱氢酶活性增高	HP:0025435
血清11-脱氧皮质醇升高	HP:0025436
大头精子	HP:0025437
咽炎	HP:0025439
温反应自身抗体阳性	HP:0025440
跟腱钙化	HP:0025441
心脏房生理异常	HP:0025443
杏仁核体积减小	HP:0025444
乳头肌形态异常	HP:0025445
乳头肌异常性直接插入前二尖瓣叶	HP:0025446
乳头肌移位	HP:0025447
乳头肌前移位	HP:0025448
前外侧乳头肌顶端移位	HP:0025449
睾丸肾上腺残余肿瘤	HP:0025451
坏疽性脓皮病	HP:0025452
肾上腺始动延迟	HP:0025453
脑脊液代谢物水平异常	HP:0025454
脑脊液中5-羟基吲哚乙酸下降	HP:0025455
脑脊液蛋白水平异常	HP:0025456
脑脊液蛋白下降	HP:0025457
脑脊液白蛋白下降	HP:0025458
脑脊液白蛋白与血清白蛋白的比值增加	HP:0025459
MRS分析大脑肌醇水平偏高	HP:0025460
细胞形态异常	HP:0025461
氧化还原活性异常	HP:0025463
活性氧产生增加	HP:0025464
循环β-球蛋白水平异常	HP:0025465
β2-微球蛋白尿症	HP:0025466
再生期脱发	HP:0025469
静止期脱发	HP:0025470
先天性全毛囊痣	HP:0025471
复发性足底真菌病	HP:0025472
色素沉着性丘疹	HP:0025473
红斑	HP:0025474
红斑病	HP:0025475
睾丸脂肪瘤	HP:0025476
关节周围钙化	HP:0025477
心房静止	HP:0025478
自我忽视	HP:0025479
脂肪脊髓脊膜膨出	HP:0025480
颈椎半椎体	HP:0025481
过氯酸盐释放试验阳性	HP:0025482
循环甲状腺球蛋白水平异常	HP:0025483
循环甲状腺球蛋白水平增高	HP:0025484
阴道腺病	HP:0025485
融合大阴唇	HP:0025486
膀胱形态异常	HP:0025487
逼尿肌括约肌协同失调	HP:0025488
重复膀胱	HP:0025489
心肌桥	HP:0025490
静脉狭窄	HP:0025491
小瞳孔	HP:0025492
掌跖红斑	HP:0025493
主动脉壁增厚	HP:0025494
降主动脉发育不良	HP:0025495
冠状动脉生理异常	HP:0025496
冠状动脉痉挛	HP:0025497
铜蓝蛋白缺乏症	HP:0025498
一级肥胖	HP:0025499
二级肥胖	HP:0025500
三级肥胖	HP:0025501
超重	HP:0025502
异常冠状动脉起源于相反窦	HP:0025503
冠状动脉回旋支于右主动脉窦的异常起源	HP:0025505
冠状动脉三明治畸形	HP:0025506
黄色丘疹	HP:0025507
Gottron丘疹	HP:0025508
压迫性足部丘疹	HP:0025509
斑痣	HP:0025510
皮脂腺痣	HP:0025511
肤色丘疹	HP:0025512
巩膜破裂	HP:0025513
牵牛花样视盘发育异常	HP:0025514
乳房发育延迟	HP:0025515
冠状肺动脉瘘	HP:0025516
海马回发育不良	HP:0025517
视觉凝视偏好	HP:0025518
多发性胆管错构瘤	HP:0025519
皮肤钙质沉着症	HP:0025520
体脂百分比增加	HP:0025521
二尖瓣腱索延长	HP:0025522
二尖瓣腱索形态异常	HP:0025523
掌跖鱼鳞样皮损	HP:0025524
指尖鱼鳞样皮损	HP:0025525
银屑病样皮损	HP:0025526
匐行性皮肤病变	HP:0025527
环状皮肤病变	HP:0025528
色素沉着结节	HP:0025529
手掌褶皱黄色瘤	HP:0025530
小丑皮肤现象	HP:0025531
针刺反应阳性	HP:0025532
桔皮化	HP:0025533
巩膜黑变病	HP:0025534
披肩征	HP:0025535
V字征	HP:0025536
足底水肿	HP:0025537
手掌水肿	HP:0025538
B细胞亚群分布异常	HP:0025539
T细胞亚群分布异常	HP:0025540
红细胞平均血红蛋白含量异常	HP:0025546
红细胞平均血红蛋白量减低	HP:0025547
红细胞平均血红蛋白量增多	HP:0025548
偏心注视	HP:0025549
核糖醇浓度增高	HP:0025550
视神经错路	HP:0025551
眶周紫癜	HP:0025552
不累及睑板的眶周瘀斑	HP:0025553
黄色结节	HP:0025554
甲周毛细血管扩张	HP:0025555
板层白内障（绕核白内障）	HP:0025558
冠状白内障	HP:0025559
前房细胞	HP:0025560
前房细胞等级1+	HP:0025561
前房细胞等级0.5+	HP:0025562
前房细胞等级0	HP:0025563
前房细胞等级2+	HP:0025564
前房细胞等级3+	HP:0025565
前房细胞等级4+	HP:0025566
中心性浆液性脉络膜视网膜病变	HP:0025567
脉络膜血管形态异常	HP:0025568
息肉样脉络膜血管病变	HP:0025569
脉络膜血管高通透状态	HP:0025570
圣诞树样白内障	HP:0025571
泪小点膜性闭塞	HP:0025572
轻度近视	HP:0025573
黄斑出血	HP:0025574
上腔静脉形态异常	HP:0025575
下腔静脉畸形	HP:0025576
主动脉瓣脱垂	HP:0025578
左心房形态异常	HP:0025579
右心房形态异常	HP:0025580
视网膜中央凹出血	HP:0025581
黄斑下出血	HP:0025582
绒毡层样眼底反射	HP:0025583
下斜视	HP:0025584
上隐斜	HP:0025585
上斜视	HP:0025586
双眼视轴偏差	HP:0025587
下斜视	HP:0025588
旋转偏斜	HP:0025589
眼外肌生理异常	HP:0025590
上斜肌生理异常	HP:0025591
